day,last_updated,date,rf_low,rf_median,rf_high,rf_p90,rf_p60,rf_p50,rf_p20,rf_pdcp20,rf_pdcp60,rf_pdcp90,rf_direction,current_close,knn_low,knn_median,knn_high,knn_direction,knn_p20,knn_p60,knn_p90,knn_p50,knn_pdcp20,knn_pdcp60,knn_pdcp90,analog_price,spearman_low,spearman_median,spearman_high,spearman_p20,spearman_p60,spearman_p90,spearman_p50,spearman_pdcp20,spearman_pdcp60,spearman_pdcp90,pearson_low,pearson_median,pearson_high,pearson_p20,pearson_p60,pearson_p90,pearson_p50,pearson_pdcp20,pearson_pdcp60,pearson_pdcp90,cosine_low,cosine_median,cosine_high,cosine_p20,cosine_p60,cosine_p90,cosine_p50,cosine_pdcp20,cosine_pdcp60,cosine_pdcp90,euclidean_low,euclidean_median,euclidean_high,euclidean_p20,euclidean_p60,euclidean_p90,euclidean_p50,euclidean_pdcp20,euclidean_pdcp60,euclidean_pdcp90,mse_low,mse_median,mse_high,mse_p20,mse_p60,mse_p90,mse_p50,mse_pdcp20,mse_pdcp60,mse_pdcp90,kendall_low,kendall_median,kendall_high,kendall_p20,kendall_p60,kendall_p90,kendall_p50,kendall_pdcp20,kendall_pdcp60,kendall_pdcp90,manhattan_low,manhattan_median,manhattan_high,manhattan_p20,manhattan_p60,manhattan_p90,manhattan_p50,manhattan_pdcp20,manhattan_pdcp60,manhattan_pdcp90,mahalanobis_low,mahalanobis_median,mahalanobis_high,mahalanobis_p20,mahalanobis_p60,mahalanobis_p90,mahalanobis_p50,mahalanobis_pdcp20,mahalanobis_pdcp60,mahalanobis_pdcp90,knn_method,analog_direction,spearman_direction,pearson_direction,cosine_direction,euclidean_direction,mse_direction,kendall_direction,manhattan_direction,mahalanobis_direction,xgb_low,xgb_median,xgb_high,xgb_direction,xgb_p90,xgb_p60,xgb_p50,xgb_p20,xgb_pdcp20,xgb_pdcp60,xgb_pdcp90,lgb_low,lgb_median,lgb_high,lgb_direction,lgb_p90,lgb_p60,lgb_p50,lgb_p20,lgb_pdcp20,lgb_pdcp60,lgb_pdcp90,knn2_low,knn2_median,knn2_high,knn2_p20,knn2_p60,knn2_p90,knn2_p50,knn2_pdcp20,knn2_pdcp60,knn2_pdcp90,knn2_direction,knn2_vote_pct,knn2_regime,knn2_n_neighbors
8,2026-06-13,2026-06-24,930.52,1086.11,1210.83,930.52,1048.59,1086.11,1210.83,1210.83,1048.59,,UP,981.61,,,,,,,,,,,,1034.15,845.08,1036.11,1217.11,1141.36,952.25,845.08,1036.11,1141.36,,,905.96,979.41,1131.53,1083.79,963.21,905.96,979.41,1083.79,,,820.82,1067.41,1114.52,1095.02,1030.33,820.82,1067.41,1095.02,1030.33,,907.72,956.36,1170.28,1084.22,928.59,907.72,956.36,1084.22,,,,,,,,,,,,,960.94,981.61,1101.66,1044.19,981.61,960.94,981.61,1044.19,,,673.49,961.37,1170.79,1085.28,933.42,673.49,961.37,1085.28,,,,,,,,,,,,,pearson,UP,UP,DOWN,UP,DOWN,,DOWN,DOWN,,936.43,1400.34,1424.81,UP,936.43,1358.6,1400.34,1424.81,1424.81,1358.6,,1004.8,1193.74,1204.76,UP,1004.8,1038.73,1193.74,1204.76,1204.76,1038.73,1004.8,1071.84,1082.56,1090.59,1071.84,1082.56,1090.59,1079.88,1071.84,1082.56,1090.59,UP,100.0,HIGH_VOL/UPTREND,20.0
9,2026-06-13,2026-06-25,927.02,1093.87,1215.22,927.02,1053.92,1093.87,1215.22,1215.22,1053.92,,UP,981.61,,,,,,,,,,,,987.58,825.67,1063.66,1205.05,1195.77,993.22,825.67,1063.66,1195.77,993.22,,840.83,1002.85,1133.45,1095.28,926.66,840.83,1002.85,1095.28,,,783.54,1076.58,1180.96,1154.46,1026.23,783.54,1076.58,1154.46,1026.23,,845.21,950.54,1195.13,1146.7,931.16,845.21,950.54,1146.7,,,,,,,,,,,,,948.28,1008.5,1071.82,1057.6,994.36,948.28,1008.5,1057.6,994.36,,641.94,979.65,1201.85,1106.85,925.18,641.94,979.65,1106.85,,,,,,,,,,,,,pearson,UP,UP,UP,UP,DOWN,,UP,DOWN,,930.45,1439.37,1465.42,UP,930.45,1397.67,1439.37,1465.42,1465.42,1397.67,,1008.95,1206.85,1213.74,UP,1008.95,1035.37,1206.85,1213.74,1213.74,1035.37,1008.95,1069.63,1073.14,1075.77,1069.63,1073.14,1075.77,1072.26,1069.63,1073.14,1075.77,UP,100.0,HIGH_VOL/UPTREND,20.0
10,2026-06-13,2026-06-26,923.53,1101.62,1219.61,923.53,1059.24,1101.62,1219.61,1219.61,1059.24,,UP,981.61,,,,,,,,,,,,1006.69,812.28,1067.53,1234.17,1167.26,994.05,812.28,1067.53,1167.26,994.05,,808.65,987.48,1169.75,1122.77,931.33,808.65,987.48,1122.77,,,795.65,1120.77,1242.56,1217.88,1058.12,795.65,1120.77,1217.88,1058.12,,831.34,956.41,1177.44,1121.05,932.9,831.34,956.41,1121.05,,,,,,,,,,,,,905.79,939.84,976.23,970.85,936.58,905.79,939.84,,,,706.71,959.55,1230.86,1120.44,923.72,706.71,959.55,1120.44,,,,,,,,,,,,,pearson,UP,UP,UP,UP,DOWN,,DOWN,DOWN,,924.47,1478.39,1506.03,UP,924.47,1436.74,1478.39,1506.03,1506.03,1436.74,,1013.1,1219.95,1222.71,UP,1013.1,1032.02,1219.95,1222.71,1222.71,1032.02,1013.1,1057.19,1062.86,1067.11,1057.19,1062.86,1067.11,1061.44,1057.19,1062.86,1067.11,UP,100.0,HIGH_VOL/UPTREND,20.0
11,2026-06-13,2026-06-29,928.73,1105.64,1232.08,928.73,1062.98,1105.64,1232.08,1232.08,1062.98,,UP,981.61,,,,,,,,,,,,1009.08,809.16,1043.07,1239.18,1196.17,982.16,809.16,1043.07,1196.17,982.16,,772.54,1001.51,1161.44,1122.8,952.77,772.54,1001.51,1122.8,,,772.54,1126.95,1252.61,1217.37,1053.8,772.54,1126.95,1217.37,1053.8,,803.08,970.16,1147.72,1088.25,926.73,803.08,970.16,1088.25,,,,,,,,,,,,,877.88,918.95,981.61,981.61,910.17,877.88,918.95,,,,694.26,1004.99,1203.21,1098.27,917.87,694.26,1004.99,1098.27,,,,,,,,,,,,,pearson,UP,UP,UP,UP,DOWN,,DOWN,UP,,930.61,1504.36,1532.36,UP,930.61,1459.28,1504.36,1532.36,1532.36,1459.28,,1012.53,1214.15,1228.4,UP,1012.53,1037.73,1214.15,1228.4,1228.4,1037.73,1012.53,1072.05,1083.62,1092.29,1072.05,1083.62,1092.29,1080.73,1072.05,1083.62,1092.29,UP,100.0,HIGH_VOL/UPTREND,20.0
12,2026-06-13,2026-06-30,933.92,1109.66,1244.55,933.92,1066.71,1109.66,1244.55,1244.55,1066.71,,UP,981.61,,,,,,,,,,,,975.64,784.52,1003.95,1247.25,1153.08,957.15,784.52,1003.95,1153.08,,,759.95,997.63,1179.69,1118.13,979.03,759.95,997.63,1118.13,,,759.95,1113.82,1195.76,1164.22,1034.74,759.95,1113.82,1164.22,1034.74,,801.9,946.93,1130.11,1078.77,940.86,801.9,946.93,1078.77,,,,,,,,,,,,,878.32,905.45,976.23,970.85,902.5,878.32,905.45,,,,710.03,968.35,1182.27,1049.05,917.8,710.03,968.35,1049.05,,,,,,,,,,,,,pearson,DOWN,UP,UP,UP,DOWN,,DOWN,DOWN,,936.75,1530.32,1558.68,UP,936.75,1481.83,1530.32,1558.68,1558.68,1481.83,,1011.97,1208.35,1234.08,UP,1011.97,1043.45,1208.35,1234.08,1234.08,1043.45,1011.97,1056.74,1059.82,1062.13,1056.74,1059.82,1062.13,1059.05,1056.74,1059.82,1062.13,UP,100.0,HIGH_VOL/UPTREND,20.0
13,2026-06-13,2026-07-01,939.12,1113.68,1257.01,939.12,1070.45,1113.68,1257.01,1257.01,1070.45,,UP,981.61,,,,,,,,,,,,1019.82,790.97,1029.97,1269.08,1160.54,933.3,790.97,1029.97,1160.54,,,745.77,1017.71,1149.67,1139.98,962.64,745.77,1017.71,1139.98,,,745.77,1113.82,1237.61,1195.5,1032.6,745.77,1113.82,1195.5,1032.6,,813.68,971.59,1136.12,1061.41,944.71,813.68,971.59,1061.41,,,,,,,,,,,,,855.8,880.06,1027.05,951.93,874.73,855.8,880.06,,,,697.58,963.69,1163.72,1116.29,897.52,697.58,963.69,1116.29,,,,,,,,,,,,,pearson,UP,UP,UP,UP,DOWN,,DOWN,DOWN,,942.89,1556.28,1585.01,UP,942.89,1504.37,1556.28,1585.01,1585.01,1504.37,,1011.4,1202.56,1239.77,UP,1011.4,1049.17,1202.56,1239.77,1239.77,1049.17,1011.4,1042.54,1048.3,1052.63,1042.54,1048.3,1052.63,1046.86,1042.54,1048.3,1052.63,UP,100.0,HIGH_VOL/UPTREND,20.0
14,2026-06-13,2026-07-02,944.32,1117.7,1269.48,944.32,1074.18,1117.7,1269.48,1269.48,1074.18,,UP,981.61,,,,,,,,,,,,1012.66,783.6,1000.28,1283.81,1138.9,924.94,783.6,1000.28,1138.9,,,712.15,1010.16,1137.36,1118.18,949.21,712.15,1010.16,1118.18,,,712.15,1105.5,1221.41,1169.32,1027.68,712.15,1105.5,1169.32,1027.68,,837.58,981.61,1125.47,1052.54,968.25,837.58,981.61,1052.54,,,,,,,,,,,,,855.8,874.04,988.91,944.55,871.12,855.8,874.04,,,,663.8,913.77,1183.81,1123.56,890.69,663.8,913.77,1123.56,,,,,,,,,,,,,pearson,UP,UP,UP,UP,UP,,DOWN,DOWN,,949.03,1582.25,1611.33,UP,949.03,1526.91,1582.25,1611.33,1611.33,1526.91,,1010.84,1196.76,1245.46,UP,1010.84,1054.88,1196.76,1245.46,1245.46,1054.88,1010.84,1056.0,1056.12,1056.21,1056.0,1056.12,1056.21,1056.09,1056.0,1056.12,1056.21,UP,100.0,HIGH_VOL/UPTREND,20.0
15,2026-06-13,2026-07-03,949.51,1121.72,1281.95,949.51,1077.92,1121.72,1281.95,1281.95,1077.92,,UP,981.61,,,,,,,,,,,,1016.24,786.14,1004.07,1256.09,1155.51,956.11,786.14,1004.07,1155.51,,,722.13,1003.17,1156.41,1140.37,945.74,722.13,1003.17,1140.37,,,703.7,1094.37,1205.48,1172.18,1004.58,703.7,1094.37,1172.18,1004.58,,818.48,961.37,1131.29,1045.39,955.51,818.48,961.37,1045.39,,,,,,,,,,,,,831.66,860.59,944.02,940.87,858.87,831.66,860.59,,,,640.07,921.69,1178.49,1133.55,871.99,640.07,921.69,1133.55,,,,,,,,,,,,,pearson,UP,UP,UP,UP,DOWN,,DOWN,DOWN,,955.16,1608.21,1637.66,UP,955.16,1549.46,1608.21,1637.66,1637.66,1549.46,,1010.27,1190.96,1251.14,UP,1010.27,1060.6,1190.96,1251.14,1251.14,1060.6,1010.27,950.71,960.1,967.14,950.71,960.1,967.14,957.75,,,996.09,UP,100.0,HIGH_VOL/UPTREND,20.0
16,2026-06-13,2026-07-06,954.71,1125.74,1294.42,954.71,1081.66,1125.74,1294.42,1294.42,1081.66,,UP,981.61,,,,,,,,,,,,1006.69,775.51,1005.2,1218.76,1155.2,958.16,775.51,1005.2,1155.2,,,714.62,1028.5,1199.35,1143.85,980.76,714.62,1028.5,1143.85,,,697.7,1092.17,1185.4,1166.57,994.71,697.7,1092.17,1166.57,994.71,,817.4,961.04,1136.45,1048.41,953.1,817.4,961.04,1048.41,,,,,,,,,,,,,776.83,861.06,934.71,930.12,836.08,776.83,861.06,,,,610.59,906.4,1346.72,1138.19,863.61,610.59,906.4,1138.19,,,,,,,,,,,,,pearson,UP,UP,UP,UP,DOWN,,DOWN,DOWN,,961.3,1634.18,1663.98,UP,961.3,1572.0,1634.18,1663.98,1663.98,1572.0,,1009.71,1185.16,1256.83,UP,1009.71,1066.31,1185.16,1256.83,1256.83,1066.31,1009.71,1014.82,1019.71,1023.37,1014.82,1019.71,1023.37,1018.49,1014.82,1019.71,1023.37,UP,100.0,HIGH_VOL/UPTREND,20.0
17,2026-06-13,2026-07-07,959.91,1129.76,1306.89,959.91,1085.39,1129.76,1306.89,1306.89,1085.39,,UP,981.61,,,,,,,,,,,,984.0,772.25,1049.67,1302.34,1178.44,949.71,772.25,1049.67,1178.44,,,723.14,1041.38,1324.28,1158.82,1001.52,723.14,1041.38,1158.82,1001.52,,723.14,1049.67,1241.02,1197.54,990.3,723.14,1049.67,1197.54,990.3,,828.75,983.92,1066.89,1053.48,916.65,828.75,983.92,1053.48,,,,,,,,,,,,,731.41,888.53,945.99,923.81,825.93,731.41,888.53,,,,613.63,909.94,1353.32,1075.74,884.77,613.63,909.94,1075.74,,,,,,,,,,,,,pearson,UP,UP,UP,UP,UP,,DOWN,DOWN,,967.44,1660.14,1690.31,UP,967.44,1594.54,1660.14,1690.31,1690.31,1594.54,,1009.14,1179.36,1262.52,UP,1009.14,1072.03,1179.36,1262.52,1262.52,1072.03,1009.14,995.99,1005.01,1011.78,995.99,1005.01,1011.78,1002.76,995.99,1005.01,1011.78,UP,100.0,HIGH_VOL/UPTREND,20.0
18,2026-06-13,2026-07-08,965.1,1133.78,1319.36,965.1,1089.13,1133.78,1319.36,1319.36,1089.13,,UP,981.61,,,,,,,,,,,,929.07,759.29,1032.13,1274.38,1188.21,933.71,759.29,1032.13,1188.21,,,735.25,1041.38,1385.35,1154.49,995.59,735.25,1041.38,1154.49,995.59,,735.25,1032.83,1296.23,1206.93,986.22,735.25,1032.83,1206.93,986.22,,824.77,974.79,1065.34,1046.32,945.72,824.77,974.79,1046.32,,,,,,,,,,,,,673.36,854.68,989.68,984.3,796.85,673.36,854.68,984.3,,,652.72,931.07,1321.77,1088.38,908.23,652.72,931.07,1088.38,,,,,,,,,,,,,pearson,DOWN,UP,UP,UP,DOWN,,DOWN,DOWN,,973.58,1686.11,1716.63,UP,973.58,1617.09,1686.11,1716.63,1716.63,1617.09,973.58,1008.58,1173.57,1268.2,UP,1008.58,1077.74,1173.57,1268.2,1268.2,1077.74,1008.58,920.39,932.58,941.73,920.39,932.58,941.73,929.53,,,1053.1,UP,100.0,HIGH_VOL/UPTREND,20.0
19,2026-06-13,2026-07-09,970.3,1137.8,1331.83,970.3,1092.86,1137.8,1331.83,1331.83,1092.86,,UP,981.61,,,,,,,,,,,,869.36,726.25,1014.06,1329.56,1220.07,905.61,726.25,1014.06,1220.07,,,740.51,1059.11,1355.81,1193.67,985.11,740.51,1059.11,1193.67,985.11,,740.51,1061.26,1270.47,1165.21,1016.79,740.51,1061.26,1165.21,1016.79,,805.85,962.93,1114.8,1088.29,947.93,805.85,962.93,1088.29,,,,,,,,,,,,,661.75,803.9,1079.56,1005.3,774.74,661.75,803.9,1005.3,,,668.5,926.44,1297.45,1093.07,885.1,668.5,926.44,1093.07,,,,,,,,,,,,,pearson,DOWN,UP,UP,UP,DOWN,,DOWN,DOWN,,979.71,1712.07,1742.95,UP,979.71,1639.63,1712.07,1742.95,1742.95,1639.63,979.71,1008.01,1167.77,1273.89,UP,1008.01,1083.46,1167.77,1273.89,1273.89,1083.46,1008.01,969.71,981.62,990.55,969.71,981.62,990.55,978.64,,981.62,990.55,UP,100.0,HIGH_VOL/UPTREND,20.0
20,2026-06-13,2026-07-10,975.5,1141.82,1344.29,975.5,1096.6,1141.82,1344.29,1344.29,1096.6,,UP,981.61,,,,,,,,,,,,913.54,702.19,1003.26,1343.87,1204.08,884.47,702.19,1003.26,1204.08,,,660.48,1040.68,1326.35,1271.42,973.03,660.48,1040.68,1271.42,,,724.73,1058.16,1218.53,1159.24,983.0,724.73,1058.16,1159.24,983.0,,785.3,957.16,1146.33,1108.62,930.13,785.3,957.16,1108.62,,,,,,,,,,,,,735.09,829.29,1100.22,1012.18,823.39,735.09,829.29,1012.18,,,619.51,914.22,1299.36,1136.99,851.42,619.51,914.22,1136.99,,,,,,,,,,,,,pearson,DOWN,UP,UP,UP,DOWN,,DOWN,DOWN,,985.85,1738.04,1769.28,UP,985.85,1662.17,1738.04,1769.28,1769.28,1662.17,985.85,1007.45,1161.97,1279.58,UP,1007.45,1089.18,1161.97,1279.58,1279.58,1089.18,1007.45,1024.51,1027.75,1030.18,1024.51,1027.75,1030.18,1026.94,1024.51,1027.75,1030.18,UP,100.0,HIGH_VOL/UPTREND,20.0
21,2026-06-13,2026-07-13,962.6,1144.46,1397.15,962.6,1092.08,1144.46,1397.15,1397.15,1092.08,,UP,981.61,,,,,,,,,,,,892.05,717.04,1012.89,1332.67,1203.1,913.92,717.04,1012.89,1203.1,,,699.75,1021.69,1329.38,1193.23,910.04,699.75,1021.69,1193.23,,,742.58,1083.92,1231.62,1168.7,994.1,742.58,1083.92,1168.7,994.1,,786.68,950.93,1154.18,1091.8,914.49,786.68,950.93,1091.8,,,,,,,,,,,,,708.4,846.22,1053.09,969.58,816.83,708.4,846.22,,,,621.17,875.43,1372.09,1154.72,834.88,621.17,875.43,1154.72,,,,,,,,,,,,,pearson,DOWN,UP,UP,UP,DOWN,,DOWN,DOWN,,991.99,1747.89,1777.4,UP,991.99,1661.64,1747.89,1777.4,1777.4,1661.64,991.99,985.14,1154.12,1266.32,UP,985.14,1085.07,1154.12,1266.32,1266.32,1085.07,985.14,1060.23,1065.32,1069.14,1060.23,1065.32,1069.14,1064.05,1060.23,1065.32,1069.14,UP,100.0,HIGH_VOL/UPTREND,20.0
22,2026-06-13,2026-07-14,949.7,1147.11,1450.0,949.7,1087.56,1147.11,1450.0,1450.0,1087.56,,UP,981.61,,,,,,,,,,,,912.35,669.92,1065.82,1293.17,1202.26,965.04,669.92,1065.82,1202.26,,,684.67,1011.92,1303.92,1245.07,891.16,684.67,1011.92,1245.07,,,743.52,1085.44,1215.4,1146.22,1021.6,743.52,1085.44,1146.22,1021.6,,796.4,954.76,1127.55,1105.74,908.72,796.4,954.76,1105.74,,,,,,,,,,,,,693.32,812.37,1100.22,1012.18,771.46,693.32,812.37,1012.18,,,610.39,906.43,1392.19,1131.58,845.57,610.39,906.43,1131.58,,,,,,,,,,,,,pearson,DOWN,UP,UP,UP,DOWN,,DOWN,DOWN,,998.14,1757.74,1785.52,UP,998.14,1661.11,1757.74,1785.52,1785.52,1661.11,998.14,962.83,1146.27,1253.06,UP,962.83,1080.97,1146.27,1253.06,1253.06,1080.97,,1018.02,1026.69,1033.2,1018.02,1026.69,1033.2,1024.53,1018.02,1026.69,1033.2,UP,100.0,HIGH_VOL/UPTREND,20.0
23,2026-06-13,2026-07-15,936.8,1149.76,1502.85,936.8,1083.03,1149.76,1502.85,1502.85,1083.03,,UP,981.61,,,,,,,,,,,,919.51,648.99,1099.16,1315.55,1228.95,977.79,648.99,1099.16,1228.95,,,670.3,1021.54,1329.38,1266.11,885.87,670.3,1021.54,1266.11,,,741.27,1099.16,1203.75,1130.69,1039.55,741.27,1099.16,1130.69,1039.55,,771.54,942.73,1115.39,1096.87,919.53,771.54,942.73,1096.87,,,,,,,,,,,,,683.34,803.9,1089.89,1008.74,766.38,683.34,803.9,1008.74,,,626.99,911.79,1460.97,1126.02,874.53,626.99,911.79,1126.02,,,,,,,,,,,,,pearson,DOWN,UP,UP,UP,DOWN,,DOWN,DOWN,,1004.28,1767.59,1793.64,UP,1004.28,1660.58,1767.59,1793.64,1793.64,1660.58,1004.28,940.52,1138.43,1239.8,UP,940.52,1076.87,1138.43,1239.8,1239.8,1076.87,,1074.18,1081.54,1087.05,1074.18,1081.54,1087.05,1079.7,1074.18,1081.54,1087.05,UP,100.0,HIGH_VOL/UPTREND,20.0
24,2026-06-13,2026-07-16,923.9,1152.41,1555.7,923.9,1078.51,1152.41,1555.7,1555.7,1078.51,,UP,981.61,,,,,,,,,,,,905.18,665.1,1099.94,1323.97,1218.64,942.35,665.1,1099.94,1218.64,,,680.82,1012.33,1342.56,1260.8,902.29,680.82,1012.33,1260.8,,,744.18,1099.94,1240.34,1182.8,1023.83,744.18,1099.94,1182.8,1023.83,,750.94,934.22,1118.07,1097.09,921.54,750.94,934.22,1097.09,,,,,,,,,,,,,653.39,736.21,1079.56,1005.3,725.76,653.39,736.21,1005.3,,,647.13,898.87,1472.52,1135.04,843.18,647.13,898.87,1135.04,,,,,,,,,,,,,pearson,DOWN,UP,UP,UP,DOWN,,DOWN,DOWN,,1010.42,1777.43,1801.77,UP,1010.42,1660.05,1777.43,1801.77,1801.77,1660.05,1010.42,918.21,1130.58,1226.54,UP,918.21,1072.76,1130.58,1226.54,1226.54,1072.76,,1130.16,1130.46,1130.69,1130.16,1130.46,1130.69,1130.39,1130.16,1130.46,1130.69,UP,100.0,HIGH_VOL/UPTREND,20.0
25,2026-06-13,2026-07-17,911.01,1155.06,1608.55,911.01,1073.99,1155.06,1608.55,1608.55,1073.99,,UP,981.61,,,,,,,,,,,,900.41,650.62,1084.68,1352.97,1247.94,988.75,650.62,1084.68,1247.94,988.75,,714.82,1002.5,1332.23,1263.98,916.95,714.82,1002.5,1263.98,,,721.07,1087.91,1224.94,1177.0,1001.36,721.07,1087.91,1177.0,1001.36,,747.94,944.54,1130.44,1085.85,904.52,747.94,944.54,1085.85,,,,,,,,,,,,,617.31,793.64,1043.18,984.21,774.05,617.31,793.64,984.21,,,640.27,886.71,1442.29,1125.58,820.44,640.27,886.71,1125.58,,,,,,,,,,,,,pearson,DOWN,UP,UP,UP,DOWN,,DOWN,DOWN,,1016.56,1787.28,1809.89,UP,1016.56,1659.51,1787.28,1809.89,1809.89,1659.51,1016.56,895.91,1122.73,1213.28,UP,895.91,1068.66,1122.73,1213.28,1213.28,1068.66,,1104.35,1138.75,1164.55,1104.35,1138.75,1164.55,1130.15,1104.35,1138.75,1164.55,UP,100.0,HIGH_VOL/UPTREND,20.0
26,2026-06-13,2026-07-20,898.11,1157.7,1661.41,898.11,1069.47,1157.7,1661.41,1661.41,1069.47,,UP,981.61,,,,,,,,,,,,868.16,655.22,1054.04,1293.27,1269.99,970.01,655.22,1054.04,1269.99,,,699.56,985.09,1344.94,1281.7,899.43,699.56,985.09,1281.7,,,699.56,1054.04,1208.72,1163.97,987.23,699.56,1054.04,1163.97,987.23,,713.52,937.72,1152.89,1095.6,901.12,713.52,937.72,1095.6,,,,,,,,,,,,,590.23,783.2,1094.42,983.36,740.71,590.23,783.2,983.36,,,556.52,874.75,1485.47,1158.59,808.57,556.52,874.75,1158.59,,,,,,,,,,,,,pearson,DOWN,UP,UP,UP,DOWN,,DOWN,DOWN,,1022.71,1797.13,1818.01,UP,1022.71,1658.98,1797.13,1818.01,1818.01,1658.98,1022.71,873.6,1114.88,1200.03,UP,873.6,1064.56,1114.88,1200.03,1200.03,1064.56,,1114.63,1144.51,1166.91,1114.63,1144.51,1166.91,1137.04,1114.63,1144.51,1166.91,UP,100.0,HIGH_VOL/UPTREND,20.0
27,2026-06-13,2026-07-21,885.21,1160.35,1714.26,885.21,1064.95,1160.35,1714.26,1714.26,1064.95,,UP,981.61,,,,,,,,,,,,853.83,668.5,1074.24,1277.28,1229.66,941.45,668.5,1074.24,1229.66,,,713.74,968.87,1370.43,1273.91,885.87,713.74,968.87,1273.91,,,713.74,1074.24,1202.61,1181.23,987.67,713.74,1074.24,1181.23,987.67,,752.6,967.98,1203.56,1110.8,894.92,752.6,967.98,1110.8,,,,,,,,,,,,,589.88,751.87,1130.37,986.38,701.6,589.88,751.87,986.38,,,576.49,906.01,1532.61,1212.63,829.93,576.49,906.01,1212.63,,,,,,,,,,,,,pearson,DOWN,UP,DOWN,UP,DOWN,,DOWN,DOWN,,1028.85,1806.98,1826.13,UP,1028.85,1658.45,1806.98,1826.13,1826.13,1658.45,1028.85,851.29,1107.04,1186.77,UP,851.29,1060.45,1107.04,1186.77,1186.77,1060.45,,1130.71,1133.58,1135.72,1130.71,1133.58,1135.72,1132.86,1130.71,1133.58,1135.72,UP,100.0,HIGH_VOL/UPTREND,20.0
28,2026-06-13,2026-07-22,872.31,1163.0,1767.11,872.31,1060.43,1163.0,1767.11,1767.11,1060.43,,UP,981.61,,,,,,,,,,,,880.11,699.08,1039.35,1363.03,1211.08,928.07,699.08,1039.35,1211.08,,,731.87,963.44,1359.47,1278.44,898.47,731.87,963.44,1278.44,,,754.86,1071.75,1163.87,1145.53,973.84,754.86,1071.75,1145.53,,,766.56,972.59,1162.0,1079.26,943.1,766.56,972.59,1079.26,,,,,,,,,,,,,639.97,751.87,1104.33,968.73,711.76,639.97,751.87,,,,578.98,910.46,1621.14,1176.81,846.36,578.98,910.46,1176.81,,,,,,,,,,,,,pearson,DOWN,UP,DOWN,UP,DOWN,,DOWN,DOWN,,1034.99,1816.83,1834.25,UP,1034.99,1657.92,1816.83,1834.25,1834.25,1657.92,1034.99,828.98,1099.19,1173.51,UP,828.98,1056.35,1099.19,1173.51,1173.51,1056.35,,1065.98,1073.31,1078.8,1065.98,1073.31,1078.8,1071.47,1065.98,1073.31,1078.8,UP,100.0,HIGH_VOL/UPTREND,20.0
29,2026-06-13,2026-07-23,859.41,1165.65,1819.96,859.41,1055.91,1165.65,1819.96,1819.96,1055.91,,UP,981.61,,,,,,,,,,,,869.36,735.75,981.61,1348.53,1211.08,929.27,735.75,981.61,1211.08,,,763.93,931.71,1518.51,1259.86,860.42,763.93,931.71,1259.86,,,763.93,920.26,1179.07,1160.21,855.09,763.93,920.26,1160.21,,,760.7,970.39,1154.91,1077.87,929.85,760.7,970.39,1077.87,,,,,,,,,,,,,663.49,762.31,1135.33,979.06,731.56,663.49,762.31,,,,565.67,882.18,1622.89,1180.01,867.09,565.67,882.18,1180.01,,,,,,,,,,,,,pearson,DOWN,UP,DOWN,DOWN,DOWN,,DOWN,DOWN,,1041.13,1826.68,1842.37,UP,1041.13,1657.39,1826.68,1842.37,1842.37,1657.39,1041.13,806.67,1091.34,1160.25,UP,806.67,1052.25,1091.34,1160.25,1160.25,1052.25,,1006.52,1019.17,1028.65,1006.52,1019.17,1028.65,1016.01,1006.52,1019.17,1028.65,UP,100.0,HIGH_VOL/UPTREND,20.0
30,2026-06-13,2026-07-24,846.52,1168.3,1872.81,846.52,1051.38,1168.3,1872.81,1872.81,1051.38,,UP,981.61,,,,,,,,,,,,857.42,634.63,959.72,1408.25,1284.65,917.72,634.63,959.72,1284.65,,,728.47,929.35,1596.61,1255.43,888.09,728.47,929.35,1255.43,,,728.47,909.78,1172.68,1118.04,854.56,728.47,909.78,1118.04,,,763.59,970.06,1152.44,1100.29,891.06,763.59,970.06,1100.29,,,,,,,,,,,,,616.62,772.76,1161.8,1014.78,720.9,616.62,772.76,1014.78,,,572.08,893.21,1564.16,1157.11,878.35,572.08,893.21,1157.11,,,,,,,,,,,,,pearson,DOWN,DOWN,DOWN,DOWN,DOWN,,DOWN,DOWN,,1047.28,1836.53,1850.49,UP,1047.28,1656.86,1836.53,1850.49,1850.49,1656.86,1047.28,784.36,1083.49,1146.99,UP,784.36,1048.14,1083.49,1146.99,1146.99,1048.14,,1005.72,1008.69,1010.92,1005.72,1008.69,1010.92,1007.95,1005.72,1008.69,1010.92,UP,100.0,HIGH_VOL/UPTREND,20.0
