day,last_updated,date,rf_low,rf_median,rf_high,rf_p90,rf_p60,rf_p50,rf_p20,rf_pdcp20,rf_pdcp60,rf_pdcp90,rf_direction,current_close,knn_low,knn_median,knn_high,knn_direction,knn_p20,knn_p60,knn_p90,knn_p50,knn_pdcp20,knn_pdcp60,knn_pdcp90,analog_price,spearman_low,spearman_median,spearman_high,spearman_p20,spearman_p60,spearman_p90,spearman_p50,spearman_pdcp20,spearman_pdcp60,spearman_pdcp90,pearson_low,pearson_median,pearson_high,pearson_p20,pearson_p60,pearson_p90,pearson_p50,pearson_pdcp20,pearson_pdcp60,pearson_pdcp90,cosine_low,cosine_median,cosine_high,cosine_p20,cosine_p60,cosine_p90,cosine_p50,cosine_pdcp20,cosine_pdcp60,cosine_pdcp90,euclidean_low,euclidean_median,euclidean_high,euclidean_p20,euclidean_p60,euclidean_p90,euclidean_p50,euclidean_pdcp20,euclidean_pdcp60,euclidean_pdcp90,mse_low,mse_median,mse_high,mse_p20,mse_p60,mse_p90,mse_p50,mse_pdcp20,mse_pdcp60,mse_pdcp90,kendall_low,kendall_median,kendall_high,kendall_p20,kendall_p60,kendall_p90,kendall_p50,kendall_pdcp20,kendall_pdcp60,kendall_pdcp90,manhattan_low,manhattan_median,manhattan_high,manhattan_p20,manhattan_p60,manhattan_p90,manhattan_p50,manhattan_pdcp20,manhattan_pdcp60,manhattan_pdcp90,mahalanobis_low,mahalanobis_median,mahalanobis_high,mahalanobis_p20,mahalanobis_p60,mahalanobis_p90,mahalanobis_p50,mahalanobis_pdcp20,mahalanobis_pdcp60,mahalanobis_pdcp90,knn_method,analog_direction,spearman_direction,pearson_direction,cosine_direction,euclidean_direction,mse_direction,kendall_direction,manhattan_direction,mahalanobis_direction,xgb_low,xgb_median,xgb_high,xgb_direction,xgb_p90,xgb_p60,xgb_p50,xgb_p20,xgb_pdcp20,xgb_pdcp60,xgb_pdcp90,lgb_low,lgb_median,lgb_high,lgb_direction,lgb_p90,lgb_p60,lgb_p50,lgb_p20,lgb_pdcp20,lgb_pdcp60,lgb_pdcp90,knn2_low,knn2_median,knn2_high,knn2_p20,knn2_p60,knn2_p90,knn2_p50,knn2_pdcp20,knn2_pdcp60,knn2_pdcp90,knn2_direction,knn2_vote_pct,knn2_regime,knn2_n_neighbors
2,2026-05-05,2026-05-07,614.71,644.68,669.1,614.71,639.13,644.68,669.1,669.1,,,UP,,,,,,,,,,,,,596.59,536.32,576.03,638.55,608.06,563.48,536.32,576.03,608.06,,,522.34,581.48,617.57,604.42,569.37,522.34,581.48,604.42,,,515.82,576.03,593.91,588.63,564.31,515.82,576.03,588.63,,,535.12,574.41,625.44,608.13,571.51,535.12,574.41,608.13,,,535.12,574.41,625.44,608.13,571.51,535.12,574.41,608.13,,,552.9,561.28,639.45,611.42,558.21,552.9,561.28,611.42,,,556.24,576.45,626.9,605.65,571.51,556.24,576.45,605.65,,,537.2,567.28,641.16,584.83,563.76,537.2,567.28,584.83,,,spearman,UP,DOWN,UP,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,606.98,643.62,669.23,UP,606.98,636.34,643.62,669.23,669.23,,,609.14,643.13,657.43,UP,609.14,629.48,643.13,657.43,657.43,,,601.61,608.65,679.99,601.61,608.65,679.99,606.89,509.0,611.32,679.99,DOWN,70.9,HIGH_VOL/UPTREND,20.0
3,2026-05-05,2026-05-08,605.69,648.29,676.19,605.69,640.33,648.29,676.19,676.19,640.33,,UP,,,,,,,,,,,,,593.26,541.52,580.99,665.63,629.8,576.45,541.52,580.99,629.8,,,505.0,581.66,627.32,609.06,574.07,505.0,581.66,609.06,,,538.86,578.89,626.61,608.12,574.44,538.86,578.89,608.12,,,548.55,576.45,629.73,610.79,572.29,548.55,576.45,610.79,,,548.55,576.45,629.73,610.79,572.29,548.55,576.45,610.79,,,533.3,558.67,645.51,613.45,552.97,533.3,558.67,613.45,,,552.94,580.54,665.03,614.68,572.29,552.94,580.54,614.68,,,539.65,576.45,641.86,599.77,566.65,539.65,576.45,599.77,,,spearman,UP,UP,UP,UP,DOWN,DOWN,DOWN,UP,DOWN,598.81,645.66,673.59,UP,598.81,635.29,645.66,673.59,673.59,,,603.24,644.32,660.99,UP,603.24,632.11,644.32,660.99,660.99,,,640.76,642.99,645.98,640.76,642.99,645.98,642.43,640.76,642.99,645.98,DOWN,70.9,HIGH_VOL/UPTREND,20.0
1,2026-05-08,2026-05-11,596.68,651.9,683.29,596.68,641.52,651.9,683.29,683.29,641.52,,UP,746.81,,,,,,,,,,,,729.61,703.0,742.52,769.07,757.86,736.92,703.0,742.52,757.86,,,699.09,734.84,756.83,746.81,730.06,699.09,734.84,,,,721.4,734.4,752.0,748.94,731.48,721.4,734.4,748.94,,,716.94,738.97,764.76,759.32,734.12,716.94,738.97,759.32,,,716.94,738.97,764.76,759.32,734.12,716.94,738.97,759.32,,,680.72,733.71,767.75,753.79,726.63,680.72,733.71,753.79,,,712.28,746.81,773.22,769.62,738.7,712.28,746.81,769.62,,,719.98,748.56,828.13,780.61,735.38,719.98,748.56,780.61,,,spearman,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,UP,590.64,647.71,677.96,UP,590.64,634.24,647.71,677.96,677.96,,,597.33,645.51,664.54,UP,597.33,634.73,645.51,664.54,664.54,,,708.92,711.47,713.88,708.92,711.47,713.88,710.72,640.55,644.25,656.1,DOWN,77.6,HIGH_VOL/UPTREND,20.0
1,2026-05-12,2026-05-12,767.32,808.92,835.8,767.32,800.95,808.92,835.8,835.8,800.95,,UP,795.33,,,,,,,,,,,,790.9,735.02,780.18,803.56,795.33,777.43,735.02,780.18,,,,754.76,786.02,805.56,795.33,784.15,754.76,786.02,,,,777.73,799.37,818.04,812.24,794.33,777.73,799.37,812.24,,,763.52,783.46,821.9,810.24,781.81,763.52,783.46,810.24,,,763.52,783.46,821.9,810.24,781.81,763.52,783.46,810.24,,,723.86,781.38,790.79,786.24,772.76,723.86,781.38,,,,747.13,785.69,821.64,810.43,780.39,747.13,785.69,810.43,,,758.86,785.44,888.09,848.2,782.9,758.86,785.44,848.2,,,spearman,DOWN,DOWN,DOWN,UP,DOWN,DOWN,DOWN,DOWN,DOWN,759.06,791.58,833.1,DOWN,759.06,785.01,791.58,833.1,833.1,,,591.43,646.69,668.1,UP,591.43,637.36,646.69,668.1,668.1,,,719.41,719.41,804.73,719.41,719.41,804.73,719.41,537.32,603.09,804.73,DOWN,77.2,HIGH_VOL/UPTREND,20.0
2,2026-05-12,2026-05-13,759.95,810.92,852.5,759.95,802.6,810.92,852.5,852.5,802.6,,UP,795.33,,,,,,,,,,,,772.68,722.79,771.03,814.8,806.01,756.51,722.79,771.03,806.01,,,731.2,777.34,814.8,798.04,768.52,731.2,777.34,798.04,,,763.69,789.54,847.32,831.49,787.89,763.69,789.54,831.49,,,754.92,788.32,823.77,796.52,786.27,754.92,788.32,796.52,,,754.92,788.32,823.77,796.52,786.27,754.92,788.32,796.52,,,725.28,795.33,808.96,799.87,788.9,725.28,795.33,799.87,,,730.15,788.52,857.43,807.25,784.68,730.15,788.52,807.25,,,754.59,797.2,873.24,860.75,787.8,754.59,797.2,860.75,,,spearman,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,UP,747.62,788.65,838.22,DOWN,747.62,781.85,788.65,838.22,838.22,,,601.91,647.53,665.8,UP,601.91,638.92,647.53,665.8,665.8,,,724.15,725.73,780.46,724.15,725.73,780.46,725.33,,617.39,661.96,DOWN,77.2,HIGH_VOL/UPTREND,20.0
3,2026-05-12,2026-05-14,752.57,812.92,869.2,752.57,804.25,812.92,869.2,869.2,804.25,,UP,795.33,,,,,,,,,,,,764.53,707.39,757.95,811.94,807.29,744.2,707.39,757.95,807.29,,,734.77,782.07,833.11,807.29,771.2,734.77,782.07,807.29,,,769.81,801.27,880.94,833.45,795.33,769.81,801.27,833.45,795.33,,745.9,795.33,838.09,806.5,787.61,745.9,795.33,806.5,,,745.9,795.33,838.09,806.5,787.61,745.9,795.33,806.5,,,718.79,774.03,853.93,814.86,763.27,718.79,774.03,814.86,,,719.25,795.33,876.52,860.54,792.51,719.25,795.33,860.54,,,715.08,787.97,918.66,863.84,768.47,715.08,787.97,863.84,,,spearman,DOWN,DOWN,DOWN,UP,DOWN,DOWN,DOWN,DOWN,DOWN,736.18,785.72,843.33,DOWN,736.18,778.7,785.72,843.33,843.33,,,612.38,648.37,663.5,UP,612.38,640.47,648.37,663.5,663.5,640.47,,719.2,743.8,806.61,719.2,743.8,806.61,737.65,535.3,602.11,806.61,DOWN,77.2,HIGH_VOL/UPTREND,20.0
4,2026-05-12,2026-05-15,745.2,814.92,885.9,745.2,805.9,814.92,885.9,885.9,805.9,,UP,795.33,,,,,,,,,,,,752.76,700.06,776.59,840.38,805.02,764.67,700.06,776.59,805.02,,,723.03,783.72,837.13,808.44,776.55,723.03,783.72,808.44,,,764.47,801.27,898.14,839.18,793.15,764.47,801.27,839.18,,,762.44,789.3,843.21,820.98,781.28,762.44,789.3,820.98,,,762.44,789.3,843.21,820.98,781.28,762.44,789.3,820.98,,,726.02,787.3,926.17,861.67,784.83,726.02,787.3,861.67,,,758.27,795.33,892.55,843.24,785.46,758.27,795.33,843.24,,,697.62,786.96,963.58,897.64,765.17,697.62,786.96,897.64,,,spearman,DOWN,DOWN,DOWN,UP,DOWN,DOWN,DOWN,DOWN,DOWN,724.74,782.79,848.45,DOWN,724.74,775.55,782.79,848.45,848.45,,,622.86,649.21,661.2,UP,622.86,642.03,649.21,661.2,661.2,642.03,,724.35,726.74,796.37,724.35,726.74,796.37,726.14,543.7,674.06,796.37,DOWN,77.2,HIGH_VOL/UPTREND,20.0
5,2026-05-12,2026-05-18,737.82,816.92,902.6,737.82,807.55,816.92,902.6,902.6,807.55,,UP,795.33,,,,,,,,,,,,777.03,711.87,752.24,837.53,809.2,751.23,711.87,752.24,809.2,,,707.6,776.61,885.43,825.5,762.73,707.6,776.61,825.5,,,747.84,798.76,909.2,877.55,788.7,747.84,798.76,877.55,,,751.64,789.28,822.1,816.6,783.88,751.64,789.28,816.6,,,751.64,789.28,822.1,816.6,783.88,751.64,789.28,816.6,,,712.49,788.23,897.95,874.98,778.22,712.49,788.23,874.98,,,728.83,805.89,886.91,860.99,795.33,728.83,805.89,860.99,,,726.21,779.59,950.16,887.77,773.93,726.21,779.59,887.77,,,spearman,DOWN,DOWN,DOWN,UP,DOWN,DOWN,DOWN,UP,DOWN,713.3,779.87,853.57,DOWN,713.3,772.39,779.87,853.57,853.57,,,633.34,650.06,658.91,UP,633.34,643.59,650.06,658.91,658.91,643.59,,696.56,705.99,732.11,696.56,705.99,732.11,703.63,555.72,677.94,679.42,DOWN,77.2,HIGH_VOL/UPTREND,20.0
1,2026-05-18,2026-05-19,656.24,684.3,706.05,656.24,676.93,684.3,706.05,706.05,,,UP,681.54,,,,,,,,,,,,663.82,655.44,677.53,698.28,690.96,670.13,655.44,677.53,690.96,,,657.17,676.3,696.53,691.04,674.55,657.17,676.3,691.04,,,652.68,690.95,698.28,692.33,687.21,652.68,690.95,692.33,687.21,,660.82,683.92,718.42,703.01,672.31,660.82,683.92,703.01,,,660.82,683.92,718.42,703.01,672.31,660.82,683.92,703.01,,,648.19,681.54,712.4,705.39,670.3,648.19,681.54,705.39,,,669.75,693.8,732.51,718.99,691.02,669.75,693.8,718.99,691.02,,640.33,674.51,703.48,683.61,673.44,640.33,674.51,683.61,,,mse,DOWN,DOWN,DOWN,UP,UP,UP,DOWN,UP,DOWN,710.79,788.87,861.35,DOWN,710.79,779.03,788.87,861.35,861.35,,,647.31,672.76,684.84,DOWN,647.31,661.45,672.76,684.84,684.84,,,701.92,702.45,708.5,701.92,702.45,708.5,702.31,701.92,702.45,708.5,UP,57.2,HIGH_VOL/UPTREND,20.0
2,2026-05-18,2026-05-20,653.35,691.42,724.43,653.35,683.2,691.42,724.43,724.43,683.2,,UP,681.54,,,,,,,,,,,,660.7,637.91,674.44,702.98,690.43,662.7,637.91,674.44,690.43,,,652.48,681.54,726.82,709.66,667.13,652.48,681.54,709.66,,,640.23,661.48,701.84,676.95,659.18,640.23,661.48,,,,644.86,678.98,750.46,710.62,662.7,644.86,678.98,710.62,,,644.86,678.98,750.46,710.62,662.7,644.86,678.98,710.62,,,634.41,671.37,699.5,692.21,665.15,634.41,671.37,692.21,,,661.95,709.65,756.01,744.64,693.9,661.95,709.65,744.64,693.9,,615.36,666.67,724.21,707.42,658.07,615.36,666.67,707.42,,,mse,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,UP,DOWN,708.28,797.87,869.13,UP,708.28,785.66,797.87,869.13,869.13,,,646.8,691.02,700.58,UP,646.8,674.73,691.02,700.58,700.58,,,681.73,682.49,693.11,681.73,682.49,693.11,682.3,681.73,682.49,693.11,UP,57.2,HIGH_VOL/UPTREND,20.0
1,2026-05-20,2026-05-21,650.46,698.54,742.81,650.46,689.46,698.54,742.81,742.81,689.46,,UP,731.99,,,,,,,,,,,,625.79,635.28,669.43,707.27,691.94,662.99,635.28,669.43,691.94,,,632.33,681.54,731.73,717.17,667.56,632.33,681.54,717.17,,,631.78,691.28,739.79,718.6,677.65,631.78,691.28,718.6,,,635.28,671.94,754.02,712.37,661.51,635.28,671.94,712.37,,,635.28,671.94,754.02,712.37,661.51,635.28,671.94,712.37,,,616.98,668.68,712.4,705.39,668.2,616.98,668.68,705.39,,,648.58,701.33,774.52,759.93,687.75,648.58,701.33,759.93,687.75,,616.79,664.74,736.99,724.66,660.1,616.79,664.74,724.66,,,mse,DOWN,DOWN,DOWN,UP,DOWN,DOWN,DOWN,UP,DOWN,700.44,751.11,764.42,UP,700.44,737.98,751.11,764.42,764.42,737.98,,646.29,709.28,716.31,UP,646.29,688.02,709.28,716.31,716.31,688.02,,655.62,662.7,663.71,655.62,662.7,663.71,657.1,584.69,722.47,735.99,UP,57.2,HIGH_VOL/UPTREND,20.0
2,2026-05-20,2026-05-22,647.58,705.65,761.19,647.58,695.72,705.65,761.19,761.19,695.72,,UP,731.99,,,,,,,,,,,,612.76,598.58,658.78,708.31,669.01,649.28,598.58,658.78,,,,614.85,663.12,737.18,724.05,648.13,614.85,663.12,724.05,,,623.33,662.07,743.54,728.8,651.28,623.33,662.07,728.8,,,631.11,676.81,765.63,724.25,666.26,631.11,676.81,724.25,,,631.11,676.81,765.63,724.25,666.26,631.11,676.81,724.25,,,625.22,687.97,761.34,714.92,676.97,625.22,687.97,714.92,,,643.39,697.74,775.3,758.64,677.75,643.39,697.74,758.64,,,581.96,681.02,749.89,734.02,664.59,581.96,681.02,734.02,,,mse,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,UP,UP,DOWN,693.19,756.89,795.62,UP,693.19,743.2,756.89,795.62,795.62,743.2,,645.79,727.54,732.05,UP,645.79,701.31,727.54,732.05,732.05,701.31,,735.56,739.51,753.0,735.56,739.51,753.0,738.52,586.92,723.08,727.47,UP,72.8,HIGH_VOL/UPTREND,20.0
1,2026-05-23,2026-05-25,644.69,712.77,779.57,644.69,701.98,712.77,779.57,779.57,701.98,,UP,751.0,,,,,,,,,,,,617.97,536.37,651.29,673.6,666.46,640.09,536.37,651.29,,,,580.15,653.53,721.0,676.73,651.44,580.15,653.53,,,,606.57,659.48,723.81,698.63,650.71,606.57,659.48,698.63,,,613.25,681.54,759.66,739.69,675.98,613.25,681.54,739.69,,,613.25,681.54,759.66,739.69,675.98,613.25,681.54,739.69,,,621.34,681.54,815.42,734.74,661.87,621.34,681.54,734.74,,,616.92,679.58,760.04,745.56,660.17,616.92,679.58,745.56,,,566.57,676.27,765.41,754.05,660.37,566.57,676.27,754.05,,,mse,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,709.19,760.11,787.15,UP,709.19,750.03,760.11,787.15,787.15,,,645.28,745.8,747.78,UP,645.28,714.59,745.8,747.78,747.78,714.59,,671.62,717.43,719.52,671.62,717.43,719.52,671.62,614.63,734.91,736.08,UP,72.8,HIGH_VOL/UPTREND,20.0
2,2026-05-23,2026-05-26,643.77,721.55,797.89,643.77,705.99,721.55,797.89,797.89,705.99,,UP,751.0,,,,,,,,,,,,622.66,525.44,660.45,676.93,669.67,643.03,525.44,660.45,,,,585.02,657.2,720.34,683.02,651.36,585.02,657.2,683.02,,,622.93,646.75,727.2,712.42,641.56,622.93,646.75,712.42,,,600.65,708.29,767.49,746.91,675.65,600.65,708.29,746.91,,,600.65,708.29,767.49,746.91,675.65,600.65,708.29,746.91,,,614.07,667.49,777.56,722.12,660.9,614.07,667.49,722.12,,,598.72,681.12,785.32,769.06,665.33,598.72,681.12,769.06,,,554.0,672.44,761.97,749.67,668.62,554.0,672.44,749.67,,,mse,DOWN,DOWN,DOWN,DOWN,UP,UP,DOWN,DOWN,DOWN,706.61,766.2,792.66,UP,706.61,756.93,766.2,792.66,792.66,756.93,,655.92,768.05,784.99,UP,655.92,739.41,768.05,784.99,784.99,739.41,,665.31,771.03,783.8,665.31,771.03,783.8,691.56,601.67,771.03,783.8,UP,72.8,HIGH_VOL/UPTREND,20.0
3,2026-05-23,2026-05-27,642.84,730.34,816.2,642.84,709.99,730.34,816.2,816.2,709.99,,UP,751.0,,,,,,,,,,,,614.84,577.68,645.44,728.35,692.14,630.74,577.68,645.44,692.14,,,582.12,662.07,732.33,719.87,655.24,582.12,662.07,719.87,,,606.57,664.15,733.72,721.94,656.34,606.57,664.15,721.94,,,583.02,705.9,757.24,744.94,658.8,583.02,705.9,744.94,,,583.02,705.9,757.24,744.94,658.8,583.02,705.9,744.94,,,619.79,712.06,801.85,758.08,697.04,619.79,712.06,758.08,697.04,,587.89,695.46,767.33,754.15,658.8,587.89,695.46,754.15,,,546.98,684.53,765.63,724.45,668.89,546.98,684.53,724.45,,,mse,DOWN,DOWN,DOWN,DOWN,UP,UP,UP,UP,UP,704.03,772.29,798.16,UP,704.03,763.83,772.29,798.16,798.16,763.83,,666.57,790.3,822.2,UP,666.57,764.24,790.3,822.2,822.2,764.24,,746.49,799.22,799.29,746.49,799.22,799.29,746.86,585.7,799.22,799.29,UP,72.8,HIGH_VOL/UPTREND,20.0
4,2026-05-23,2026-05-28,641.92,739.12,834.52,641.92,714.0,739.12,834.52,834.52,714.0,,UP,751.0,,,,,,,,,,,,612.24,561.26,634.4,710.36,684.38,621.49,561.26,634.4,684.38,,,572.17,671.05,721.26,708.79,640.87,572.17,671.05,708.79,,,590.21,667.1,732.82,710.46,653.4,590.21,667.1,710.46,,,571.9,715.63,784.96,750.83,657.28,571.9,715.63,750.83,,,571.9,715.63,784.96,750.83,657.28,571.9,715.63,750.83,,,593.12,752.27,876.62,794.04,723.98,593.12,752.27,794.04,723.98,,576.51,683.77,784.96,755.48,631.81,576.51,683.77,755.48,,,538.23,689.56,758.31,736.69,640.82,538.23,689.56,736.69,,,mse,DOWN,DOWN,DOWN,DOWN,UP,UP,UP,UP,UP,701.46,778.38,803.67,UP,701.46,770.73,778.38,803.67,803.67,770.73,,677.21,812.54,859.41,UP,677.21,789.06,812.54,859.41,859.41,789.06,,746.41,777.99,788.12,746.41,777.99,788.12,748.85,563.13,777.99,788.12,UP,72.8,HIGH_VOL/UPTREND,20.0
5,2026-05-23,2026-05-29,640.99,747.9,852.83,640.99,718.0,747.9,852.83,852.83,718.0,,UP,751.0,,,,,,,,,,,,642.46,544.91,638.35,725.61,692.06,624.81,544.91,638.35,692.06,,,541.92,662.07,767.29,693.1,640.8,541.92,662.07,693.1,,,564.32,662.23,716.47,694.08,649.12,564.32,662.23,694.08,,,562.66,694.47,790.11,749.18,649.81,562.66,694.47,749.18,,,562.66,694.47,790.11,749.18,649.81,562.66,694.47,749.18,,,616.48,732.4,875.29,803.99,731.73,616.48,732.4,803.99,731.73,,548.96,695.89,787.46,767.77,647.75,548.96,695.89,767.77,,,579.14,666.28,769.44,765.17,629.27,579.14,666.28,765.17,,,mse,DOWN,DOWN,DOWN,DOWN,UP,UP,UP,UP,DOWN,698.88,784.48,809.17,UP,698.88,777.63,784.48,809.17,809.17,777.63,,687.85,834.79,896.62,UP,687.85,813.88,834.79,896.62,896.62,813.88,687.85,756.42,768.66,770.75,756.42,768.66,770.75,767.94,549.14,768.66,770.75,UP,72.8,HIGH_VOL/UPTREND,20.0
1,2026-05-29,2026-06-01,942.79,973.7,1003.37,942.79,964.95,973.7,1003.37,1003.37,,,UP,971.0,,,,,,,,,,,,971.0,928.58,965.94,992.61,984.42,959.04,928.58,965.94,984.42,,,927.28,971.0,986.04,984.53,956.29,927.28,971.0,984.53,,,925.24,971.76,986.21,985.38,955.98,925.24,971.76,985.38,,,932.51,971.0,1002.49,997.96,961.29,932.51,971.0,997.96,,,,,,,,,,,,,929.14,971.0,992.06,984.13,967.47,929.14,971.0,984.13,,,932.51,965.29,986.73,985.04,955.7,932.51,965.29,985.04,,,,,,,,,,,,,spearman,DOWN,DOWN,DOWN,UP,DOWN,,DOWN,DOWN,,949.91,1004.89,1011.06,UP,949.91,986.38,1004.89,1011.06,1011.06,986.38,,948.31,982.87,1012.19,UP,948.31,964.02,982.87,1012.19,1012.19,,,981.41,1012.77,1018.56,981.41,1012.77,1018.56,991.55,981.41,1012.77,1018.56,DOWN,62.7,HIGH_VOL/UPTREND,20.0
2,2026-05-29,2026-06-02,926.08,966.96,1007.61,926.08,956.62,966.96,1007.61,1007.61,,,DOWN,971.0,,,,,,,,,,,,945.45,870.82,938.66,1033.6,997.57,929.24,870.82,938.66,997.57,,,896.18,952.68,1065.16,1002.92,944.47,896.18,952.68,1002.92,,,889.99,948.11,1015.14,971.0,939.14,889.99,948.11,971.0,,,897.79,941.88,1051.7,1009.74,933.77,897.79,941.88,1009.74,,,,,,,,,,,,,917.68,956.51,965.7,960.41,954.98,917.68,956.51,,,,901.65,941.88,1017.31,995.13,934.39,901.65,941.88,995.13,,,,,,,,,,,,,spearman,DOWN,DOWN,DOWN,DOWN,DOWN,,DOWN,DOWN,,946.19,1009.03,1016.83,UP,946.19,983.28,1009.03,1016.83,1016.83,983.28,,928.37,973.1,1010.48,UP,928.37,957.31,973.1,1010.48,1010.48,,,974.86,1011.53,1012.82,974.86,1011.53,1012.82,980.13,974.86,1011.53,1012.82,DOWN,62.7,HIGH_VOL/UPTREND,20.0
3,2026-05-29,2026-06-03,909.36,960.23,1011.85,909.36,948.29,960.23,1011.85,1011.85,,,DOWN,971.0,,,,,,,,,,,,962.48,901.22,934.8,1063.96,1001.18,924.39,901.22,934.8,1001.18,,,900.89,941.06,1056.08,1016.08,931.01,900.89,941.06,1016.08,,,900.11,984.87,1047.71,1014.48,958.99,900.11,984.87,1014.48,,,904.67,963.96,1038.97,1011.8,940.1,904.67,963.96,1011.8,,,,,,,,,,,,,903.22,956.72,999.38,998.78,948.31,903.22,956.72,998.78,,,905.1,944.68,1042.72,1012.99,939.58,905.1,944.68,1012.99,,,,,,,,,,,,,spearman,DOWN,DOWN,DOWN,UP,DOWN,,DOWN,DOWN,,942.47,1013.16,1022.59,UP,942.47,980.17,1013.16,1022.59,1022.59,980.17,,908.43,963.34,1008.78,DOWN,908.43,950.59,963.34,1008.78,1008.78,,,976.21,1025.99,1034.37,976.21,1025.99,1034.37,979.11,976.21,1025.99,1034.37,DOWN,62.7,HIGH_VOL/UPTREND,20.0
4,2026-05-29,2026-06-04,892.64,953.49,1016.08,892.64,939.96,953.49,1016.08,1016.08,,,DOWN,971.0,,,,,,,,,,,,962.48,850.35,932.02,1065.93,971.0,912.47,850.35,932.02,,,,867.61,944.76,1089.43,1017.72,932.23,867.61,944.76,1017.72,,,865.97,939.52,1057.17,1026.37,918.02,865.97,939.52,1026.37,,,893.61,971.08,1078.47,1026.58,954.14,893.61,971.08,1026.58,,,,,,,,,,,,,908.19,985.28,1004.28,991.75,959.13,908.19,985.28,991.75,,,883.4,965.51,1080.45,1028.06,954.75,883.4,965.51,1028.06,,,,,,,,,,,,,spearman,DOWN,DOWN,DOWN,DOWN,UP,,UP,DOWN,,938.75,1017.3,1028.35,UP,938.75,977.06,1017.3,1028.35,1028.35,977.06,,888.48,953.57,1007.07,DOWN,888.48,943.87,953.57,1007.07,1007.07,,,1016.86,1021.07,1024.51,1016.86,1021.07,1024.51,1020.02,1016.86,1021.07,1024.51,DOWN,62.7,HIGH_VOL/UPTREND,20.0
5,2026-05-29,2026-06-05,875.92,946.76,1020.32,875.92,931.63,946.76,1020.32,1020.32,,,DOWN,971.0,,,,,,,,,,,,979.52,747.88,929.94,1083.01,957.93,910.67,747.88,929.94,,,,821.73,941.06,1075.58,1026.13,929.25,821.73,941.06,1026.13,,,848.07,954.38,1063.69,1037.17,942.45,848.07,954.38,1037.17,,,843.0,965.54,1046.69,1034.96,951.81,843.0,965.54,1034.96,,,,,,,,,,,,,876.78,956.72,998.48,980.16,931.77,876.78,956.72,980.16,,,867.85,954.46,1042.5,1007.75,942.04,867.85,954.46,1007.75,,,,,,,,,,,,,spearman,UP,DOWN,DOWN,DOWN,DOWN,,DOWN,DOWN,,935.03,1021.43,1034.12,UP,935.03,973.95,1021.43,1034.12,1034.12,973.95,,868.54,943.81,1005.36,DOWN,868.54,937.16,943.81,1005.36,1005.36,,,948.86,975.64,999.42,948.86,975.64,999.42,967.81,699.6,975.64,999.42,DOWN,62.7,HIGH_VOL/UPTREND,20.0
